Game 1 | Country 1 | 1.1.1.1 | 1.0.1.1
Game 70 | Country 4 | 1.1.70.4 | 1.0.70.4
Game 70 | Country 5 | 1.1.70.5 | 1.0.70.5
Game 70 | Country 6 | 1.1.70.6 | 1.0.70.6
Game 70 | Country 7 | 1.1.70.7 | 1.0.70.7
Game 70 | Country 8 | 1.1.70.8 | 1.0.70.8
Game 70 | Country 9 | 1.1.70.9 | 1.0.70.9
Game 70 | Country 10 | 1.1.70.10 | 1.0.70.10
Game 70 | Country 11 | 1.1.70.11 | 1.0.70.11
Game 70 | Country 12 | 1.1.70.12 | 1.0.70.12
Game 70 | Country 13 | 1.1.70.13 | 1.0.70.13
